X1,X2,X3,X4,X5,X6,X7,X8,X9,COG
16,110,3,0.5,2,2.5,1.5,15,16,19.0
24,100,2,0.5,1,2.5,1.5,11,12,20.09
22,150,1,0.5,2,2.0,1.5,13,16,19.94
18,100,1,0.5,1,2.5,1.5,12,16,20.45
20,120,3,0.5,1,2.5,1.5,12,16,20.4
24,100,1,0.5,2,2.5,1.5,13,8,20.0
24,100,2,0.5,1,2.0,1.5,12,14,20.05
22,100,3,0.5,1,2.0,1.5,12,16,20.47
21,140,3,0.5,1,2.5,1.5,14,4,20.02
24,110,2,0.5,1,2.0,1.5,10,16,20.18
16,120,3,0.5,1,2.0,1.5,14,16,20.23
25,140,2,0.5,1,2.0,1.5,10,2,20.01
16,140,2,0.5,3,2.0,1.5,10,16,20.0
19,120,1,0.5,2,2.5,1.5,12,12,20.47
17,140,1,0.5,1,2.5,1.5,15,0,18.95
15,110,1,0.5,1,2.0,1.5,14,16,20.16
15,100,1,0.5,4,2.5,1.5,12,16,20.51
17,100,3,0.5,2,2.5,1.5,10,16,20.26
23,100,3,0.5,1,2.5,1.5,13,14,20.37
22,110,1,0.5,1,2.5,1.5,12,0,20.19
16,150,3,0.5,1,2.5,1.5,15,0,18.85
23,120,3,0.5,1,2.5,1.5,14,12,20.14
17,100,1,0.5,4,2.0,1.5,11,8,19.93
20,150,3,0.5,1,2.0,1.5,12,16,20.4
22,130,3,0.5,1,2.5,1.5,12,16,20.48
21,150,2,0.5,1,2.5,1.5,12,16,20.35
22,120,1,0.5,1,2.0,1.5,10,12,20.14
22,120,3,0.5,1,2.0,1.5,12,16,20.34
15,140,1,0.5,1,2.0,1.5,13,4,19.87
16,140,4,0.5,1,2.0,1.5,14,16,20.17
18,140,3,0.5,1,2.0,1.5,15,8,18.95
20,120,3,0.5,1,2.5,1.5,15,12,19.06
25,110,1,0.5,1,2.5,1.5,12,2,20.28
15,100,1,0.5,1,2.5,1.5,10,16,19.97
17,150,3,0.5,2,2.5,1.5,10,16,19.91
15,140,1,0.5,1,2.0,1.5,12,4,20.19
22,150,2,0.5,1,2.0,1.5,14,14,19.84
15,150,2,0.5,3,2.5,1.5,15,8,18.74
19,150,2,0.5,2,2.5,1.5,12,16,20.48
16,120,2,0.5,1,2.5,1.5,11,4,19.95
18,140,2,0.5,2,2.0,1.5,15,8,19.02
21,100,3,0.5,1,2.0,1.5,12,0,20.12
23,100,1,0.5,3,2.5,1.5,15,10,20.11
21,110,2,0.5,1,2.5,1.5,14,16,20.17
24,130,2,0.5,1,2.5,1.5,11,16,19.97
21,110,2,0.5,1,2.0,1.5,11,16,19.9
16,100,1,0.5,1,2.0,1.5,14,16,20.23
17,100,2,0.5,1,2.5,1.5,12,0,20.13
19,150,2,0.5,2,2.0,1.5,12,4,19.96
18,100,3,0.5,1,2.0,1.5,10,16,20.25
23,140,2,0.5,1,2.5,1.5,14,12,20.15
19,150,3,0.5,1,2.5,1.5,15,4,19.04
19,130,1,0.5,1,2.0,1.5,10,8,20.13
15,100,1,0.5,4,2.5,1.5,10,16,19.82
16,150,2,0.5,3,2.5,1.5,15,8,18.75
22,130,3,0.5,1,2.0,1.5,12,16,20.5
20,150,2,0.5,1,2.5,1.5,15,12,19.07
16,120,2,0.5,3,2.5,1.5,11,4,19.95
21,100,3,0.5,1,2.0,1.5,10,2,19.99
15,140,1,0.5,1,2.5,1.5,10,16,19.95
17,100,3,0.5,2,2.0,1.5,11,8,19.94
16,150,3,0.5,2,2.0,1.5,13,16,19.95
22,150,1,0.5,2,2.0,1.5,13,4,19.77
18,140,3,0.5,1,2.0,1.5,13,16,19.99
17,110,3,0.5,1,2.0,1.5,14,16,20.16
22,140,1,0.5,1,2.0,1.5,15,12,18.98
21,140,2,0.5,1,2.5,1.5,12,0,20.13
23,100,2,0.5,1,2.5,1.5,10,16,20.26
24,150,2,0.5,1,2.5,1.5,10,12,20.06
19,150,1,0.5,3,2.0,1.5,13,16,20.03
17,100,2,0.5,2,2.0,1.5,14,16,20.21
21,120,3,0.5,1,2.0,1.5,14,16,20.17
20,150,1,0.5,3,2.5,1.5,15,16,18.78
22,140,1,0.5,1,2.0,1.5,10,16,20.11
15,130,2,0.5,1,2.0,1.5,13,16,19.93
22,120,2,0.5,2,2.0,1.5,15,12,19.09
18,100,1,0.5,3,2.5,1.5,12,16,20.31
16,100,3,0.5,2,2.0,1.5,13,16,19.97
21,110,3,0.5,1,2.5,1.5,14,4,20.03
22,150,1,0.5,3,2.5,1.5,14,2,19.74
21,100,1,0.5,3,2.0,1.5,12,16,20.31
24,100,1,0.5,2,2.0,1.5,13,8,19.96
15,140,2,0.5,1,2.5,1.5,10,8,19.91
19,150,2,0.5,2,2.0,1.5,12,16,20.59
17,100,2,0.5,1,2.5,1.5,11,12,20.1
25,110,1,0.5,1,2.5,1.5,13,8,20.09
17,110,1,0.5,1,2.0,1.5,14,12,20.04
20,140,2,0.5,2,2.5,1.5,14,0,20.03
15,110,1,0.5,2,2.0,1.5,13,12,19.96
15,150,2,0.5,3,2.5,1.5,14,8,20.08
24,120,2,0.5,1,2.5,1.5,11,16,20.0
15,120,1,0.5,1,2.0,1.5,14,16,20.21
19,120,3,0.5,1,2.5,1.5,10,16,20.1
24,140,1,0.5,2,2.0,1.5,12,14,20.02
22,100,2,0.5,1,2.0,1.5,15,12,18.96
16,110,3,0.5,2,2.5,1.5,15,8,19.02
24,140,2,0.5,1,2.0,1.5,10,12,20.16
16,150,3,0.5,2,2.5,1.5,13,16,19.96
22,140,1,0.5,2,2.0,1.5,12,16,20.37
22,140,3,0.5,1,2.5,1.5,13,16,19.98
22,150,2,0.5,1,2.0,1.5,14,8,20.24
17,140,2,0.5,1,2.0,1.5,10,12,19.81
15,100,2,0.5,3,2.5,1.5,10,16,20.2
24,120,1,0.5,1,2.5,1.5,11,16,20.02
22,150,2,0.5,1,2.0,1.5,15,12,19.06
20,150,1,0.5,1,2.5,1.5,15,4,18.85
15,150,2,0.5,3,2.5,1.5,15,16,18.73
22,150,2,0.5,1,2.5,1.5,13,0,19.85
24,120,2,0.5,1,2.0,1.5,13,8,19.99
24,150,2,0.5,1,2.5,1.5,12,14,20.09
22,140,2,0.5,2,2.0,1.5,10,4,19.88
20,140,3,0.5,1,2.5,1.5,15,16,19.01
24,120,2,0.5,1,2.5,1.5,14,10,20.01
16,120,2,0.5,1,2.5,1.5,11,16,20.16
24,140,2,0.5,1,2.0,1.5,14,10,19.8
17,140,1,0.5,1,2.0,1.5,15,0,18.89
24,150,2,0.5,1,2.0,1.5,13,12,19.9
22,100,1,0.5,2,2.5,1.5,12,0,20.18
25,150,2,0.5,1,2.5,1.5,15,0,18.91
17,110,3,0.5,1,2.5,1.5,15,0,18.81
22,150,1,0.5,1,2.0,1.5,15,12,19.08
