X1,X2,X3,X4,X5,X6,ANG,AVG,RIP
19.17,133.2,1.0,1.0,1.44,0.68,-45.0,-1330.82,58.039
16.86,110.7,2.19,1.0,2.26,1.87,-45.0,-836.648,40.986
17.04,142.7,1.08,1.0,2.25,1.62,-45.0,-960.099,54.048
16.4,101.9,3.4,1.0,1.7,1.88,-44.0,-787.291,34.875
23.76,143.7,1.26,1.0,1.51,2.26,-43.0,-1620.148,70.882
15.98,115.3,3.87,1.0,1.2,1.13,-43.0,-910.225,29.391
21.87,140.1,1.05,1.0,3.08,2.0,-42.0,-1102.673,70.966
17.8,137.4,1.31,1.0,3.41,1.08,-42.0,-896.533,48.361
17.88,97.8,1.06,1.0,1.63,1.03,-46.0,-1025.919,39.761
19.92,93.2,2.72,1.0,1.75,1.9,-44.0,-1042.729,57.515
16.02,114.8,3.08,1.0,1.15,1.57,-44.0,-818.19,36.449
21.64,120.9,2.94,1.0,1.0,0.78,-43.0,-1482.182,53.048
16.39,138.4,2.19,1.0,2.81,1.2,-42.0,-966.697,47.437
22.51,133.6,2.86,1.0,1.0,1.2,-42.0,-1534.491,63.764
17.7,143.8,2.28,1.0,2.56,1.74,-42.0,-973.077,56.701
16.15,147.0,2.35,1.0,2.22,0.98,-43.0,-1095.742,45.359
24.03,124.4,1.01,1.0,1.98,1.56,-44.0,-1545.387,54.464
23.86,111.4,2.85,1.0,1.0,2.36,-44.0,-1504.897,64.857
21.91,149.8,1.52,1.0,2.59,1.9,-42.0,-1288.316,69.012
15.66,135.3,3.26,1.0,1.82,0.75,-44.0,-1109.047,34.1
15.2,91.6,1.08,1.0,3.58,1.58,-47.0,-650.905,90.78
20.53,140.5,1.37,1.0,2.76,2.44,-42.0,-1195.853,71.561
20.61,91.1,3.23,1.0,1.0,1.27,-43.0,-1150.088,50.737
23.64,134.8,2.55,1.0,1.0,0.74,-43.0,-1679.086,56.593
15.45,96.4,1.68,1.0,2.68,0.52,-47.0,-1241.971,52.913
15.72,148.0,2.7,1.0,1.76,1.99,-44.0,-835.07,50.258
16.95,124.9,3.91,1.0,1.03,1.49,-43.0,-931.673,43.869
21.2,139.7,1.47,1.0,1.21,1.48,-44.0,-1395.039,69.431
21.06,124.1,1.95,1.0,2.19,1.26,-42.0,-1312.779,55.594
20.51,134.7,3.01,1.0,1.2,1.24,-42.0,-1330.082,62.534
21.3,102.6,3.26,1.0,1.0,2.11,-44.0,-1201.498,65.623
16.93,128.4,2.57,1.0,1.79,0.63,-44.0,-1275.556,48.771
22.35,136.3,2.85,1.0,1.0,0.97,-42.0,-1570.912,60.964
21.17,146.9,3.22,1.0,1.0,1.78,-43.0,-1378.147,73.885
18.9,119.2,2.81,1.0,1.91,2.34,-44.0,-1019.719,66.546
18.95,147.8,1.52,1.0,1.41,1.51,-44.0,-1181.873,66.701
15.22,146.9,3.48,1.0,1.53,1.16,-43.0,-932.851,34.926
16.31,138.6,2.03,1.0,2.75,2.26,-44.0,-818.183,47.109
23.45,144.3,2.38,1.0,1.28,1.07,-43.0,-1674.663,63.314
19.9,125.9,1.05,1.0,2.3,2.12,-44.0,-1170.272,66.728
18.15,143.6,2.73,1.0,2.03,1.72,-42.0,-1058.76,60.648
15.54,115.2,3.04,1.0,1.0,2.46,-45.0,-715.672,49.388
18.77,148.4,2.81,1.0,1.84,1.76,-43.0,-1121.059,65.831
17.86,125.2,3.25,1.0,1.59,1.9,-43.0,-975.959,54.578
23.64,109.4,2.67,1.0,1.0,1.32,-43.0,-1492.277,58.225
19.01,109.0,2.87,1.0,1.76,1.86,-43.0,-1030.806,57.92
16.99,115.6,2.03,1.0,3.03,2.31,-44.0,-798.027,45.759
21.63,106.2,1.76,1.0,2.44,2.1,-43.0,-1216.717,61.309
20.72,134.0,2.56,1.0,1.68,1.43,-42.0,-1325.842,64.193
18.43,94.1,2.13,1.0,2.44,0.86,-42.0,-1121.934,51.571
23.12,142.5,2.79,1.0,1.0,1.44,-43.0,-1581.276,67.104
18.45,103.5,2.78,1.0,2.03,2.32,-44.0,-917.945,57.114
17.57,96.7,1.58,1.0,3.16,0.92,-42.0,-965.709,42.399
17.48,141.1,2.25,1.0,1.7,0.7,-44.0,-1290.418,55.176
20.16,118.6,1.46,1.0,2.63,1.81,-44.0,-1143.986,55.386
16.45,135.1,1.67,1.0,3.23,0.55,-42.0,-1145.526,57.603
18.24,142.4,3.53,1.0,1.32,2.4,-44.0,-1037.527,66.029
23.26,141.2,1.3,1.0,2.53,1.72,-42.0,-1358.344,61.579
23.0,92.1,2.73,1.0,1.0,1.01,-43.0,-1386.531,48.745
21.32,110.7,3.33,1.0,1.0,2.48,-44.0,-1240.675,68.463
18.0,98.6,3.7,1.0,1.09,1.78,-43.0,-900.964,47.39
24.94,122.8,2.26,1.0,1.0,0.55,-43.0,-1792.589,53.364
16.6,134.7,1.09,1.0,3.59,1.88,-44.0,-761.539,80.051
21.91,101.3,2.33,1.0,1.59,0.91,-43.0,-1392.556,48.093
17.48,105.7,3.25,1.0,1.17,1.52,-43.0,-920.246,40.785
17.12,137.9,1.89,1.0,2.78,2.19,-44.0,-900.038,51.941
18.81,135.0,2.53,1.0,2.17,2.11,-43.0,-1080.557,66.441
15.32,132.6,2.4,1.0,1.66,1.03,-45.0,-963.202,37.416
15.81,115.7,1.33,1.0,3.41,1.9,-46.0,-711.676,64.176
22.66,110.5,2.94,1.0,1.0,1.76,-43.0,-1385.713,64.04
16.43,94.7,1.05,1.0,2.38,0.72,-47.0,-1130.216,28.95
15.28,135.3,2.18,1.0,2.36,1.4,-46.0,-852.374,38.54
19.78,118.4,3.26,1.0,1.0,0.57,-43.0,-1370.266,48.671
22.74,97.5,2.68,1.0,1.0,0.5,-43.0,-1517.434,43.153
24.51,144.3,2.4,1.0,1.0,0.82,-43.0,-1764.681,60.472
16.88,127.3,3.72,1.0,1.31,1.96,-43.0,-885.754,49.013
24.09,114.1,1.75,1.0,1.36,2.12,-44.0,-1524.749,63.321
16.47,105.9,3.46,1.0,1.51,1.03,-43.0,-976.708,24.87
20.34,108.9,3.33,1.0,1.0,1.52,-43.0,-1169.187,61.514
24.39,91.9,2.58,1.0,1.0,1.54,-43.0,-1450.161,58.538
18.26,141.6,2.68,1.0,2.07,1.76,-42.0,-1050.001,63.052
17.9,90.6,2.73,1.0,2.17,2.34,-44.0,-824.176,47.717
19.26,104.8,2.11,1.0,2.52,2.19,-44.0,-979.885,58.409
24.2,103.7,1.26,1.0,1.94,0.85,-44.0,-1571.586,37.946
21.07,114.8,3.09,1.0,1.0,0.98,-43.0,-1340.474,53.485
20.74,110.9,1.17,1.0,2.99,1.5,-42.0,-1100.357,49.617
20.19,100.5,2.71,1.0,1.67,1.69,-43.0,-1109.057,58.709
24.76,144.1,2.31,1.0,1.0,0.63,-43.0,-1840.153,58.351
19.52,112.5,3.57,1.0,1.0,2.04,-44.0,-1073.083,65.733
23.24,128.0,2.72,1.0,1.0,1.2,-43.0,-1551.411,60.573
19.92,133.8,2.41,1.0,1.41,0.52,-44.0,-1505.216,55.526
22.58,109.2,2.92,1.0,1.0,1.55,-43.0,-1379.411,62.127
22.55,117.8,1.37,1.0,2.51,1.85,-42.0,-1341.353,57.343
22.7,97.8,1.07,1.0,2.62,0.52,-42.0,-1393.819,36.874
21.72,131.2,2.35,1.0,1.53,0.51,-43.0,-1604.765,51.658
19.84,141.6,3.44,1.0,1.0,1.66,-43.0,-1246.161,69.532
17.74,123.6,3.02,1.0,1.69,0.89,-43.0,-1155.21,43.293
22.47,107.4,2.87,1.0,1.0,1.2,-43.0,-1407.926,56.863
17.14,136.0,1.93,1.0,2.9,0.94,-42.0,-1087.618,50.021
17.14,101.9,1.43,1.0,1.08,0.72,-45.0,-1028.907,53.819
23.81,111.8,2.69,1.0,1.0,1.57,-43.0,-1520.208,61.728
19.8,139.6,3.37,1.0,1.0,1.2,-42.0,-1298.081,62.566
17.72,90.6,3.03,1.0,1.91,2.34,-44.0,-806.863,45.981
15.57,115.2,3.04,1.0,1.03,0.98,-44.0,-923.53,30.894
20.19,100.5,2.71,1.0,1.64,1.47,-43.0,-1138.198,54.478
20.72,134.0,2.56,1.0,1.68,1.44,-42.0,-1325.354,64.512
15.31,132.6,3.82,1.0,1.12,1.27,-43.0,-856.355,38.571
24.76,144.8,2.28,1.0,1.0,0.63,-43.0,-1845.573,58.59
21.29,141.6,1.44,1.0,1.1,1.48,-44.0,-1416.693,70.048
20.74,110.9,1.3,1.0,2.99,1.95,-42.0,-1075.744,53.498
24.09,114.1,1.75,1.0,1.66,2.12,-44.0,-1519.082,62.233
24.77,103.0,2.36,1.0,1.0,0.85,-43.0,-1614.857,53.296
24.94,122.8,2.18,1.0,1.0,0.56,-43.0,-1793.7,53.462
21.77,103.3,2.55,1.0,1.0,0.74,-44.0,-1414.76,48.956
16.17,127.9,2.74,1.0,1.05,1.03,-44.0,-961.811,40.787
21.11,114.8,3.03,1.0,1.0,0.69,-43.0,-1414.34,49.553
22.45,97.0,2.98,1.0,1.0,1.72,-43.0,-1299.397,60.704
21.91,101.3,1.06,1.0,1.59,1.03,-46.0,-1372.852,51.57
21.06,145.3,1.96,1.0,1.24,1.26,-43.0,-1429.209,67.749
23.86,115.0,2.85,1.0,1.0,2.35,-43.0,-1521.365,65.362
19.92,136.0,2.44,1.0,1.79,0.52,-44.0,-1497.704,55.145
24.77,144.3,2.35,1.0,1.0,0.82,-43.0,-1798.001,60.785
15.91,135.2,1.08,1.0,2.25,0.76,-47.0,-1140.232,29.988
16.95,127.3,2.8,1.0,1.44,1.96,-44.0,-884.636,51.688
15.43,148.0,2.7,1.0,1.0,1.9,-45.0,-798.196,48.773
16.82,110.7,2.19,1.0,2.26,2.04,-45.0,-817.558,43.142
17.7,136.6,2.58,1.0,2.35,2.32,-43.0,-961.599,57.713
16.03,124.0,3.01,1.0,1.69,0.89,-44.0,-1063.057,37.043
18.37,105.2,3.46,1.0,1.12,0.86,-43.0,-1119.798,39.294
22.35,134.8,2.71,1.0,1.0,0.97,-43.0,-1556.775,60.625
17.03,116.4,2.21,1.0,2.67,1.2,-42.0,-982.021,44.287
15.75,97.0,3.19,1.0,1.82,1.78,-44.0,-730.297,30.589
16.25,94.8,2.38,1.0,1.28,1.07,-45.0,-902.367,34.966
21.2,139.7,1.49,1.0,1.21,1.48,-44.0,-1387.339,69.525
24.57,103.7,1.26,1.0,1.94,0.88,-44.0,-1575.662,38.279
15.98,115.3,3.92,1.0,1.15,1.13,-43.0,-910.479,29.443
18.45,94.5,1.57,1.0,3.15,2.44,-44.0,-834.702,44.904
17.8,123.4,1.26,1.0,1.12,1.08,-45.0,-1048.35,52.032
21.16,124.0,1.95,1.0,1.42,1.3,-44.0,-1355.419,61.09
24.51,144.3,2.4,1.0,1.0,0.9,-43.0,-1749.019,62.05
16.95,125.3,3.91,1.0,1.03,1.46,-43.0,-936.581,43.479
20.74,110.5,1.06,1.0,2.99,1.5,-43.0,-1109.614,53.724
19.36,141.5,3.22,1.0,1.0,1.78,-43.0,-1189.54,69.797
