X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,COG
21.16,138.6,1.14,0.96,2.06,2.22,1.71,10.28,11.87,1.67,0.08,21.25
18.77,120.8,0.63,0.58,3.87,2.16,1.62,12.38,15.67,5.01,2.51,20.88
24.08,122.2,0.89,0.49,2.6,2.33,1.82,10.03,16.46,4.43,2.46,21.93
17.9,121.9,1.94,0.56,1.65,2.28,1.77,11.5,15.54,7.54,7.07,22.56
24.57,93.8,2.57,0.23,1.0,2.38,1.72,14.19,16.32,4.24,2.11,21.71
24.05,120.1,1.85,0.38,1.24,2.26,1.76,10.33,15.53,8.62,3.42,22.46
21.24,127.0,0.56,0.99,0.77,2.62,1.96,10.38,16.58,11.37,5.17,21.96
23.3,111.9,2.86,0.58,0.78,2.62,1.84,14.49,16.85,3.12,2.85,20.29
23.32,116.0,3.37,0.41,0.51,2.24,1.64,10.86,16.88,3.86,2.8,20.08
24.11,102.9,0.74,0.03,1.18,2.2,1.53,12.9,14.94,5.99,3.95,20.07
23.88,91.1,3.15,0.17,0.5,2.32,1.75,10.12,17.58,7.7,0.24,21.87
24.83,87.2,2.88,0.25,0.5,2.36,1.81,11.29,11.34,1.91,1.86,21.14
23.9,120.1,3.21,0.58,0.52,2.44,1.79,13.73,15.4,3.07,1.39,21.29
20.93,108.4,0.94,0.71,2.92,2.41,1.7,11.25,11.39,1.91,2.05,21.01
15.63,136.1,1.13,0.08,2.27,2.21,1.69,10.25,12.02,2.84,1.59,21.05
20.27,123.8,1.91,0.73,2.31,2.66,1.78,12.34,12.74,1.9,1.5,21.22
21.17,113.0,0.83,0.56,1.2,2.2,1.7,12.43,14.83,7.33,7.0,20.85
21.09,133.5,0.58,0.3,3.73,2.16,1.65,11.63,13.54,7.85,5.94,22.52
22.42,108.5,3.09,0.58,0.68,2.44,1.79,14.23,16.94,4.13,1.42,21.79
20.81,98.6,1.42,0.5,2.57,2.1,1.57,11.15,12.67,4.71,3.56,21.7
22.92,115.2,3.43,0.41,0.5,2.2,1.61,10.86,13.27,3.86,6.27,20.5
20.33,115.4,3.92,0.56,0.5,2.21,1.7,14.94,15.97,6.56,5.53,22.17
19.57,99.3,1.35,0.46,2.06,2.05,1.55,11.37,12.63,4.78,5.32,21.23
20.46,112.0,1.55,0.48,0.81,2.32,1.8,12.17,16.46,5.04,6.08,20.87
16.45,120.1,1.63,0.52,2.6,2.04,1.54,14.36,16.67,8.5,9.64,20.45
20.49,97.8,1.23,0.69,2.29,2.13,1.63,10.34,11.99,3.08,1.43,20.53
18.26,115.3,1.44,0.87,1.58,2.2,1.7,14.34,17.28,2.95,0.51,20.25
24.17,116.9,2.44,0.31,0.99,2.07,1.57,13.48,14.93,2.24,3.55,20.64
22.92,115.7,3.45,0.41,0.5,2.4,1.81,10.86,13.4,6.92,6.27,22.97
23.91,99.1,1.51,0.6,1.84,2.23,1.69,11.3,12.49,5.67,4.47,21.89
24.81,130.0,2.08,0.72,1.29,2.5,1.76,10.75,12.96,4.98,4.48,22.14
19.95,133.5,0.61,0.24,3.72,2.17,1.67,11.36,13.29,6.93,5.94,22.29
18.26,120.1,1.82,0.89,2.69,2.3,1.67,11.14,15.53,7.94,3.55,21.06
21.17,136.0,0.82,0.56,0.55,2.25,1.7,12.43,14.83,5.67,3.27,20.88
24.67,96.3,0.55,0.87,2.3,2.5,1.96,10.25,11.75,2.2,2.64,21.92
16.6,124.7,1.32,0.52,2.51,2.04,1.54,14.36,16.79,4.63,7.06,20.59
22.92,94.4,3.35,0.41,0.5,2.25,1.66,10.83,13.34,8.42,6.27,22.32
20.33,115.4,1.62,0.23,1.16,2.38,1.88,14.88,15.53,6.19,5.53,22.43
24.43,99.2,1.37,0.7,2.06,2.58,1.64,11.25,12.63,4.78,3.52,22.27
23.51,134.5,0.92,0.23,0.86,2.42,1.74,11.41,14.97,1.75,4.51,20.48
24.74,102.9,3.08,0.58,0.5,2.44,1.79,13.75,17.48,4.49,0.76,20.69
24.75,85.6,2.89,0.64,0.5,2.36,1.81,11.26,16.32,6.95,1.93,21.89
24.77,108.4,3.08,0.58,0.52,2.44,1.79,13.87,16.9,4.36,1.33,21.04
20.33,124.4,1.73,0.26,2.32,2.68,1.88,14.94,15.99,4.0,2.95,21.34
23.48,96.3,0.55,0.87,2.8,2.45,1.95,10.77,13.75,1.01,3.99,21.54
20.36,95.7,3.19,0.28,0.5,2.07,1.57,12.27,13.33,6.55,5.49,21.39
21.17,135.9,3.8,0.81,0.5,2.5,1.7,12.47,14.83,6.49,4.14,22.36
24.17,116.4,2.44,0.31,1.05,2.68,1.96,10.78,14.94,6.73,2.57,22.82
24.13,115.8,1.44,0.82,1.51,2.22,1.72,14.28,17.11,2.95,1.76,20.19
20.21,129.3,0.82,0.73,1.29,2.39,1.66,10.45,12.74,1.1,1.48,20.6
20.46,123.9,2.07,0.51,2.28,2.33,1.81,10.28,16.46,5.04,6.08,21.23
19.77,102.0,3.6,0.21,0.55,2.03,1.53,11.64,16.8,4.66,3.05,19.74
22.9,111.6,2.86,0.58,0.73,2.61,1.84,11.89,12.93,3.12,2.85,22.15
23.17,120.1,2.25,0.47,1.25,2.17,1.66,10.24,14.1,7.54,3.68,20.61
22.92,124.6,2.37,0.41,0.97,2.24,1.66,10.85,13.27,3.86,6.28,20.6
23.39,139.0,0.55,0.87,2.8,2.48,1.97,10.77,16.92,1.58,2.1,21.47
24.77,108.4,2.16,0.47,1.24,2.18,1.66,10.19,17.05,8.04,1.18,22.02
24.93,132.5,3.09,0.58,0.5,2.45,1.79,13.75,16.87,4.32,1.2,21.19
23.48,97.8,1.2,0.87,0.56,2.29,1.79,10.16,14.54,1.06,4.98,21.48
20.47,124.3,1.5,0.49,2.61,2.31,1.8,12.16,16.46,1.12,5.42,20.3
22.68,102.9,3.46,0.14,0.5,2.2,1.53,13.03,14.1,7.29,6.22,21.34
19.91,115.4,1.46,0.69,2.55,2.37,1.86,14.96,15.88,4.28,3.98,22.08
19.48,122.7,2.1,0.66,0.96,2.52,1.95,13.03,16.2,8.08,7.32,21.5
24.63,120.2,0.67,0.64,2.06,2.57,1.63,14.36,14.91,4.01,3.46,21.17
23.98,96.2,3.22,0.67,0.5,2.5,1.66,10.07,13.29,8.63,5.41,21.86
21.17,136.0,1.67,0.69,0.5,2.7,1.88,12.43,14.85,4.72,6.98,21.5
23.3,129.3,2.82,0.09,0.84,2.62,1.84,12.28,16.85,7.42,2.85,21.05
21.05,115.4,1.24,0.69,3.05,2.38,1.88,14.96,16.05,4.61,5.22,20.24
24.48,99.3,1.18,0.9,2.5,2.57,1.63,11.25,12.63,3.77,3.52,19.93
23.32,115.4,1.05,0.87,2.56,2.38,1.88,14.81,15.88,1.0,2.07,20.96
23.48,139.2,0.55,0.81,2.75,2.48,1.96,10.62,11.71,1.01,2.09,21.25
24.75,85.6,2.88,0.24,0.5,2.21,1.66,10.96,16.25,3.6,1.87,20.98
23.64,85.9,1.55,0.44,2.04,2.24,1.64,11.59,15.12,4.63,3.43,20.47
23.48,97.2,2.02,0.51,0.85,2.26,1.76,14.22,16.4,5.3,3.12,20.54
20.46,123.9,2.3,0.5,2.11,2.31,1.8,10.23,16.46,1.95,6.08,22.4
18.48,120.1,1.85,0.88,2.93,2.29,1.63,11.62,17.17,7.71,7.35,22.13
24.12,120.1,0.8,0.37,1.23,2.18,1.66,10.08,17.17,5.72,1.71,21.63
20.33,118.5,0.84,0.55,3.37,2.37,1.57,14.29,14.95,2.89,3.55,20.57
23.52,124.2,1.06,0.71,2.82,2.62,1.78,12.3,13.09,1.08,1.87,20.96
20.31,120.1,0.96,0.46,3.23,2.31,1.8,12.17,16.43,9.04,6.09,21.37
24.45,130.1,3.19,0.28,0.5,2.45,1.61,10.1,13.26,4.19,5.28,21.96
23.9,120.1,2.26,0.47,1.26,2.18,1.66,10.19,16.01,6.42,3.09,22.0
21.22,132.7,0.99,0.49,3.06,2.76,1.82,11.37,11.39,1.91,1.93,21.08
21.23,93.1,2.73,0.71,1.12,2.12,1.62,10.78,11.39,2.66,2.05,21.13
22.68,108.4,0.54,0.14,1.2,2.2,1.53,13.5,14.1,4.56,5.16,20.07
17.9,121.9,1.99,0.81,1.65,2.27,1.77,11.54,15.56,5.92,1.89,22.05
21.17,135.9,3.8,0.56,0.5,2.52,1.7,12.43,14.07,8.64,7.0,22.54
22.91,111.9,2.86,0.58,0.78,2.61,1.84,11.62,13.24,3.12,2.85,22.44
24.5,108.4,3.09,0.58,0.5,2.3,1.79,13.73,16.85,4.51,1.4,20.32
23.52,93.3,2.66,0.15,1.09,2.4,1.74,10.72,14.91,8.7,4.51,22.47
20.49,122.2,1.53,0.49,2.6,2.46,1.82,12.19,16.48,5.05,6.04,20.79
24.5,108.4,3.09,0.58,0.5,2.3,1.79,13.87,16.9,4.36,1.33,21.35
24.04,120.1,0.71,0.71,1.07,2.18,1.66,13.18,13.69,4.05,3.55,21.4
24.15,130.1,2.25,0.47,1.25,2.17,1.66,10.24,14.1,7.54,3.68,20.62
24.8,130.5,2.7,0.72,0.67,2.38,1.63,11.27,12.96,4.98,4.51,22.44
21.23,93.1,2.73,0.71,1.12,2.12,1.62,10.78,11.39,5.16,4.55,19.87
23.48,139.0,0.55,0.45,2.8,2.48,1.97,10.91,11.84,1.06,1.98,21.31
24.84,115.4,0.5,0.69,3.09,2.31,1.78,12.5,16.05,4.61,2.11,21.93
23.47,97.1,2.02,0.66,0.85,2.26,1.76,14.22,16.4,5.3,3.12,20.53
23.64,86.4,1.52,0.87,1.84,2.24,1.7,11.59,11.72,4.51,4.38,21.07
24.13,102.9,0.74,0.03,1.18,2.18,1.51,14.29,14.94,4.58,3.93,19.62
24.6,122.2,1.53,0.49,1.87,2.41,1.76,12.19,16.48,6.21,1.92,22.07
21.05,115.4,3.44,0.67,0.6,2.46,1.88,14.96,15.99,4.49,5.52,19.94
23.46,99.2,0.54,0.7,2.6,2.52,1.64,11.25,11.62,3.82,3.45,21.15
20.33,124.4,1.73,0.53,2.33,2.68,1.88,14.83,15.99,3.98,2.96,21.67
20.33,115.4,0.7,0.68,3.35,2.12,1.62,14.29,15.27,2.92,3.9,20.71
22.91,111.8,3.08,0.58,0.78,2.61,1.84,11.62,13.24,3.14,2.85,22.51
20.81,99.2,1.42,0.5,2.06,2.2,1.63,11.37,12.63,4.78,3.52,21.76
24.16,122.5,1.35,0.49,1.83,2.3,1.8,12.15,14.98,6.22,3.86,22.39
22.68,102.9,1.93,0.14,1.76,2.2,1.53,11.32,12.56,7.28,6.22,22.17
23.48,97.4,1.63,0.87,2.13,2.32,1.79,10.25,11.86,1.01,1.46,21.24
21.12,118.5,1.6,0.23,2.58,2.38,1.88,14.69,16.11,4.8,5.77,20.54
23.9,134.6,3.21,0.57,0.52,2.44,1.79,11.42,15.4,1.77,1.39,21.61
22.74,115.7,3.45,0.35,0.5,2.4,1.81,10.86,13.26,6.92,6.27,22.94
24.7,124.2,1.09,0.72,0.99,2.67,1.78,12.45,12.96,3.05,2.54,20.93
22.92,108.8,0.61,0.41,3.06,2.4,1.81,10.89,13.38,6.92,5.61,22.78
24.39,99.8,1.4,0.64,2.04,2.56,1.63,11.3,14.06,4.8,3.52,21.85
24.09,122.2,0.68,0.49,2.07,2.76,1.82,10.22,16.46,4.43,2.35,22.33
23.48,138.6,0.55,0.7,2.75,2.47,1.96,10.62,11.89,3.36,2.09,20.91
23.48,99.2,1.64,0.9,2.05,2.53,1.63,11.37,12.63,4.78,3.52,22.07
20.33,126.0,1.62,0.59,0.99,2.66,1.88,14.88,15.53,3.47,2.82,20.71
23.63,124.3,0.91,0.49,2.66,2.16,1.66,12.16,15.49,6.85,3.52,21.14
21.05,118.6,0.69,0.5,3.32,2.1,1.57,14.21,14.95,4.71,3.97,19.78
20.46,122.2,1.52,0.87,2.6,2.43,1.88,12.17,16.46,4.73,6.08,21.56
23.3,111.9,2.86,0.58,0.78,2.62,1.84,14.49,16.47,3.07,2.99,20.03
24.71,115.2,1.11,0.7,2.5,2.04,1.52,12.64,13.01,2.27,2.64,19.2
24.71,125.2,1.06,0.47,2.32,2.72,1.78,12.3,12.62,2.27,2.59,21.14
20.89,108.6,2.15,0.69,1.88,2.39,1.89,14.96,17.03,2.61,0.54,21.6
24.79,108.4,3.09,0.15,0.52,2.2,1.53,13.5,16.79,4.51,1.42,19.18
23.65,131.1,1.49,0.44,0.86,2.24,1.7,11.6,15.25,6.87,4.1,21.13
24.57,93.8,2.57,0.6,0.99,2.38,1.72,14.02,16.1,4.03,1.95,21.61
24.77,108.4,3.09,0.58,0.5,2.44,1.79,12.94,16.9,4.36,1.33,21.02
24.51,102.9,3.09,0.58,0.5,2.3,1.79,13.73,16.85,4.51,1.4,20.32
20.43,108.4,3.09,0.52,0.52,2.3,1.79,14.85,16.75,3.24,1.34,21.04
24.83,99.5,2.78,0.91,0.51,2.35,1.8,11.25,11.34,1.95,1.86,21.28
20.46,123.9,2.08,0.51,2.27,2.31,1.8,10.28,14.03,5.04,6.08,20.84
19.91,115.4,1.59,0.69,2.06,2.37,1.86,14.96,15.88,4.28,3.98,22.29
23.96,124.4,1.69,0.26,2.1,2.68,1.88,12.19,13.11,3.68,2.95,22.52
23.11,139.0,0.55,0.87,2.8,2.48,1.97,10.77,13.08,1.56,2.09,21.84
24.77,108.4,3.08,0.48,0.52,2.44,1.79,13.73,16.85,4.5,1.38,20.6
20.45,120.0,3.14,0.39,1.24,2.04,1.53,10.74,15.58,3.85,3.57,19.99
23.1,137.5,2.25,0.47,1.25,2.18,1.66,10.19,14.94,8.42,3.68,22.05
24.49,98.8,1.19,0.9,2.49,2.65,1.76,10.73,12.63,3.77,3.49,21.39
22.5,93.3,2.66,0.09,1.09,2.24,1.74,10.72,14.91,2.57,2.01,21.94
21.08,119.6,0.69,0.88,3.54,2.13,1.57,14.1,14.95,4.66,3.97,19.65
24.64,125.2,0.67,0.49,2.06,2.57,1.63,14.36,14.91,4.0,3.45,21.24
24.67,95.7,0.55,0.45,2.3,2.48,1.94,10.25,15.02,2.15,2.64,22.54
24.11,115.8,1.44,0.82,1.51,2.21,1.71,12.89,17.11,2.95,1.51,21.48
20.68,130.0,2.08,0.71,1.29,2.58,1.83,10.75,12.96,2.4,4.61,20.25
22.92,128.8,1.6,0.43,0.5,2.17,1.66,10.86,13.27,3.86,4.74,21.67
24.45,139.2,1.39,0.81,2.07,2.49,1.96,10.62,12.63,1.01,2.16,20.99
20.46,122.2,1.53,0.24,2.59,2.33,1.82,12.09,16.46,5.07,6.07,20.82
19.91,118.5,1.46,0.61,2.55,2.39,1.86,14.96,15.88,2.42,3.34,19.57
24.74,108.5,2.87,0.58,0.5,2.44,1.79,13.75,16.87,4.49,1.39,20.4
23.96,98.6,0.86,0.49,2.57,2.1,1.57,11.15,12.67,4.71,3.56,21.69
23.91,99.1,1.51,0.6,0.6,2.23,1.69,13.07,14.03,5.43,4.47,21.07
23.52,124.6,1.06,0.71,2.81,2.6,1.78,12.3,13.11,1.08,1.89,20.95
20.26,115.5,0.69,0.6,3.33,2.1,1.57,14.25,14.95,4.69,3.99,19.85
23.34,102.9,1.05,0.16,1.18,2.18,1.51,13.03,16.74,1.08,1.81,20.87
23.17,120.0,0.92,0.24,1.11,2.42,1.74,13.72,15.6,3.05,4.23,21.21
24.43,116.9,2.44,0.3,1.0,2.68,1.96,14.21,16.29,2.41,2.0,21.53
20.33,116.0,3.46,0.23,0.5,2.38,1.88,14.88,16.01,6.58,5.47,22.64
23.15,120.1,2.25,0.47,1.25,2.18,1.66,10.28,12.67,6.06,3.68,21.96
24.62,120.2,1.18,0.64,2.46,2.14,1.63,14.23,14.91,4.01,3.47,21.12
21.05,115.9,1.59,0.8,2.56,2.38,1.86,14.96,15.81,1.09,1.94,20.89
24.37,97.8,1.2,0.87,2.3,2.29,1.79,10.25,11.88,1.01,0.48,20.97
22.91,111.7,2.53,0.22,1.15,2.35,1.84,11.76,13.24,3.12,4.6,19.52
21.21,120.8,0.7,0.6,3.08,2.08,1.57,11.4,14.95,2.89,3.56,21.5
20.74,120.1,1.52,0.47,1.19,2.32,1.8,10.19,16.52,1.37,5.45,21.56
20.81,98.6,1.42,0.6,2.6,2.1,1.57,11.15,12.67,4.8,3.56,21.76
23.32,115.4,1.06,0.49,2.56,2.32,1.82,14.81,15.88,1.04,2.07,20.78
20.46,123.9,1.5,0.49,2.6,2.32,1.8,12.17,16.84,5.09,5.7,20.68
20.59,120.0,3.02,0.72,1.07,2.3,1.78,13.55,13.69,2.7,2.56,20.78
24.37,98.2,0.98,0.73,2.06,2.51,1.63,11.94,13.67,4.65,2.92,20.39
24.88,115.2,1.25,0.47,1.24,2.17,1.65,10.19,16.07,7.93,2.05,21.85
22.63,108.4,0.55,0.57,1.2,2.43,1.79,13.75,14.21,4.56,5.02,21.25
23.29,84.0,2.85,0.09,0.54,2.16,1.66,11.95,15.02,5.93,2.87,22.05
23.91,99.1,1.51,0.23,1.85,2.23,1.69,11.47,12.5,5.66,4.63,22.06
23.2,102.9,0.83,0.03,0.61,2.25,1.58,13.87,14.1,1.56,1.33,19.55
24.73,108.4,3.08,0.58,0.5,2.44,1.79,13.75,17.48,4.0,0.51,21.66
24.66,115.4,0.76,0.69,2.62,2.52,1.88,13.81,16.0,4.49,2.34,20.99
24.48,87.0,1.15,0.24,2.41,2.36,1.64,11.29,12.63,3.72,3.52,19.92
21.17,135.9,3.8,0.56,0.5,2.52,1.7,12.43,16.5,8.64,5.33,22.51
19.84,124.2,1.1,0.71,2.82,2.61,1.78,14.97,15.97,1.4,1.87,20.94
23.39,139.8,0.55,0.83,2.8,2.48,1.97,10.8,16.92,1.03,2.1,21.97
20.97,97.8,1.15,0.87,2.31,2.19,1.69,10.28,11.88,4.72,4.01,21.35
23.56,118.6,0.74,0.6,3.09,2.1,1.57,14.19,14.95,1.0,1.42,21.0
20.93,115.8,1.6,0.69,2.46,2.39,1.88,14.96,16.07,2.97,3.98,20.74
24.74,108.4,3.09,0.58,0.5,2.44,1.79,13.75,16.87,4.51,1.38,20.34
20.14,122.4,1.63,0.23,1.86,2.3,1.8,14.94,15.99,4.89,3.84,22.0
24.77,120.2,3.09,0.58,0.52,2.43,1.79,14.36,16.9,3.87,1.33,21.44
24.71,124.1,1.09,0.87,2.32,2.86,1.97,12.68,13.08,2.27,2.67,20.21
20.35,124.4,1.62,0.26,2.83,2.58,1.78,14.94,15.99,4.0,2.96,21.06
21.0,122.3,0.67,0.49,2.6,2.46,1.82,12.19,14.93,3.14,5.89,20.98
21.12,118.5,1.7,0.23,2.58,2.38,1.88,10.5,15.9,4.8,5.77,22.25
21.08,98.6,1.42,0.5,2.57,2.15,1.63,11.14,12.67,4.71,3.56,21.79
21.05,118.6,0.69,0.5,2.53,2.08,1.57,14.93,15.92,4.71,3.97,21.51
