X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,ANG,AVG,RIP
23.9,120.1,3.21,0.58,0.52,2.44,1.79,13.73,15.4,3.07,1.39,-43.0,-1500.8,81.46
20.93,108.4,0.94,0.71,2.92,2.41,1.7,11.25,11.39,1.91,2.05,-44.0,-1256.5,43.73
15.63,136.1,1.13,0.08,2.27,2.21,1.69,10.25,12.02,2.84,1.59,-48.0,-983.42,83.85
20.27,123.8,1.91,0.73,2.31,2.66,1.78,12.34,12.74,1.9,1.5,-44.0,-1306.64,61.58
21.17,113.0,0.83,0.56,1.2,2.2,1.7,12.43,14.83,7.33,7.0,-47.0,-1310.64,93.9
21.09,133.5,0.58,0.3,3.73,2.16,1.65,11.63,13.54,7.85,5.94,-41.0,-1340.13,107.25
22.42,108.5,3.09,0.58,0.68,2.44,1.79,14.23,16.94,4.13,1.42,-41.0,-1382.53,80.51
20.81,98.6,1.42,0.5,2.57,2.1,1.57,11.15,12.67,4.71,3.56,-46.0,-1400.8,70.51
22.92,115.2,3.43,0.41,0.5,2.2,1.61,10.86,13.27,3.86,6.27,-46.0,-1461.07,131.33
20.33,115.4,3.92,0.56,0.5,2.21,1.7,14.94,15.97,6.56,5.53,-46.0,-1295.21,95.28
19.57,99.3,1.35,0.46,2.06,2.05,1.55,11.37,12.63,4.78,5.32,-46.0,-1283.84,58.91
20.46,112.0,1.55,0.48,0.81,2.32,1.8,12.17,16.46,5.04,6.08,-46.0,-1187.68,115.55
16.45,120.1,1.63,0.52,2.6,2.04,1.54,14.36,16.67,8.5,9.64,-48.0,-1268.07,40.24
20.49,97.8,1.23,0.69,2.29,2.13,1.63,10.34,11.99,3.08,1.43,-45.0,-1244.42,65.83
18.26,115.3,1.44,0.87,1.58,2.2,1.7,14.34,17.28,2.95,0.51,-35.0,-1270.48,74.32
24.17,116.9,2.44,0.31,0.99,2.07,1.57,13.48,14.93,2.24,3.55,-46.0,-1681.32,93.43
22.92,115.7,3.45,0.41,0.5,2.4,1.81,10.86,13.4,6.92,6.27,-46.0,-1476.41,105.16
23.91,99.1,1.51,0.6,1.84,2.23,1.69,11.3,12.49,5.67,4.47,-45.0,-1567.4,69.73
24.81,130.0,2.08,0.72,1.29,2.5,1.76,10.75,12.96,4.98,4.48,-45.0,-1633.74,94.23
19.95,133.5,0.61,0.24,3.72,2.17,1.67,11.36,13.29,6.93,5.94,-42.0,-1364.6,102.56
18.26,120.1,1.82,0.89,2.69,2.3,1.67,11.14,15.53,7.94,3.55,-45.0,-1124.71,97.24
21.17,136.0,0.82,0.56,0.55,2.25,1.7,12.43,14.83,5.67,3.27,-46.0,-1223.98,104.96
24.67,96.3,0.55,0.87,2.3,2.5,1.96,10.25,11.75,2.2,2.64,-45.0,-1387.89,73.31
16.6,124.7,1.32,0.52,2.51,2.04,1.54,14.36,16.79,4.63,7.06,-47.0,-1207.5,38.02
22.92,94.4,3.35,0.41,0.5,2.25,1.66,10.83,13.34,8.42,6.27,-46.0,-1353.44,97.29
20.33,115.4,1.62,0.23,1.16,2.38,1.88,14.88,15.53,6.19,5.53,-46.0,-1413.22,74.73
24.43,99.2,1.37,0.7,2.06,2.58,1.64,11.25,12.63,4.78,3.52,-45.0,-1439.69,86.0
23.51,134.5,0.92,0.23,0.86,2.42,1.74,11.41,14.97,1.75,4.51,-46.0,-1482.53,138.85
24.74,102.9,3.08,0.58,0.5,2.44,1.79,13.75,17.48,4.49,0.76,-38.0,-1428.26,81.51
24.75,85.6,2.89,0.64,0.5,2.36,1.81,11.26,16.32,6.95,1.93,-43.0,-1227.3,114.32
24.77,108.4,3.08,0.58,0.52,2.44,1.79,13.87,16.9,4.36,1.33,-41.0,-1481.05,78.21
20.33,124.4,1.73,0.26,2.32,2.68,1.88,14.94,15.99,4.0,2.95,-45.0,-1475.08,55.97
23.48,96.3,0.55,0.87,2.8,2.45,1.95,10.77,13.75,1.01,3.99,-44.0,-1267.04,78.57
20.36,95.7,3.19,0.28,0.5,2.07,1.57,12.27,13.33,6.55,5.49,-46.0,-1247.2,84.63
21.17,135.9,3.8,0.81,0.5,2.5,1.7,12.47,14.83,6.49,4.14,-45.0,-1305.92,104.3
24.17,116.4,2.44,0.31,1.05,2.68,1.96,10.78,14.94,6.73,2.57,-45.0,-1471.43,107.15
24.13,115.8,1.44,0.82,1.51,2.22,1.72,14.28,17.11,2.95,1.76,-41.0,-1599.82,66.15
20.21,129.3,0.82,0.73,1.29,2.39,1.66,10.45,12.74,1.1,1.48,-46.0,-1095.01,82.63
20.46,123.9,2.07,0.51,2.28,2.33,1.81,10.28,16.46,5.04,6.08,-46.0,-1404.85,91.52
