X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,ANG,AVG,RIP
16,130,3,0.5,1,2.0,1.5,13,14,14,13,-48.0,-1183.24,85.95
17,100,1,0.5,4,2.0,1.5,11,12,15,14,-46.0,-1094.56,170.82
22,140,3,0.5,1,2.5,1.5,14,16,2,0,-38.0,-1496.78,73.82
16,140,2,0.5,1,2.0,1.5,11,17,4,0,-35.0,-1088.42,106.23
22,120,1,0.5,2,2.5,1.5,10,18,11,3,-41.0,-1117.66,118.69
21,110,3,0.5,1,2.5,1.5,10,11,4,4,-44.0,-1298.46,84.21
16,140,4,0.5,1,2.0,1.5,14,17,3,0,-35.0,-1245.16,69.91
25,120,2,0.5,1,2.0,1.5,11,13,0,2,-45.0,-1690.97,93.28
24,120,2,0.5,1,2.0,1.5,10,15,4,4,-45.0,-1527.39,103.55
19,130,3,0.5,1,2.0,1.5,12,16,12,8,-46.0,-1308.09,72.1
16,140,2,0.5,1,2.0,1.5,13,17,8,4,-45.0,-996.04,85.46
18,100,3,0.5,1,2.0,1.5,13,18,4,7,-47.0,-1144.31,104.36
21,120,2,0.5,1,2.0,1.5,11,16,5,0,-40.0,-1368.5,106.17
17,100,2,0.5,1,2.0,1.5,11,15,0,4,-45.0,-933.53,96.37
18,140,1,0.5,3,2.5,1.5,11,17,8,8,-46.0,-1075.25,81.62
20,100,3,0.5,1,2.5,1.5,10,17,8,6,-45.0,-992.51,114.58
15,120,1,0.5,2,2.0,1.5,10,16,16,12,-47.0,-962.34,112.88
23,110,2,0.5,1,2.0,1.5,14,15,4,5,-46.0,-1543.52,80.71
24,120,1,0.5,1,2.5,1.5,11,16,4,3,-44.0,-1358.59,105.88
16,100,3,0.5,1,2.0,1.5,14,16,2,0,-38.0,-1221.66,78.13
21,140,3,0.5,1,2.5,1.5,10,11,8,8,-46.0,-1422.67,94.98
18,140,1,0.5,1,2.5,1.5,10,17,0,7,-47.0,-877.98,213.05
19,120,3,0.5,1,2.5,1.5,12,13,12,11,-47.0,-1235.61,89.06
19,110,3,0.5,1,2.0,1.5,13,15,8,6,-46.0,-1280.57,76.74
22,110,3,0.5,1,2.0,1.5,12,18,4,3,-43.0,-1368.67,91.17
15,100,3,0.5,2,2.5,1.5,12,14,8,6,-44.0,-928.67,72.41
20,140,1,0.5,2,2.5,1.5,10,18,13,5,-44.0,-1041.81,116.35
24,130,2,0.5,1,2.0,1.5,10,18,9,1,-39.0,-1394.73,109.95
24,100,2,0.5,1,2.0,1.5,11,13,4,4,-45.0,-1555.97,81.78
16,150,1,0.5,2,2.0,1.5,13,15,8,8,-48.0,-1105.44,43.87
18,120,1,0.5,1,2.5,1.5,11,16,14,9,-47.0,-924.94,116.01
22,110,3,0.5,1,2.5,1.5,10,13,11,8,-46.0,-1327.85,89.08
19,100,3,0.5,1,2.5,1.5,10,16,0,6,-45.0,-906.95,189.04
17,100,2,0.5,1,2.5,1.5,11,14,15,12,-47.0,-937.77,113.38
24,110,2,0.5,1,2.0,1.5,10,12,9,7,-46.0,-1573.88,65.84
17,140,1,0.5,3,2.5,1.5,14,16,12,10,-48.0,-1101.31,73.53
23,110,1,0.5,1,2.0,1.5,10,13,6,7,-46.0,-1449.65,98.06
19,150,1,0.5,3,2.0,1.5,13,16,8,8,-46.0,-1437.38,59.81
22,100,1,0.5,3,2.5,1.5,10,16,4,5,-44.0,-1151.75,93.51
15,130,2,0.5,1,2.0,1.5,12,15,16,13,-48.0,-1042.11,110.83
15,130,1,0.5,3,2.0,1.5,13,15,2,0,-44.0,-1110.46,106.82
19,120,1,0.5,1,2.0,1.5,12,13,12,11,-47.0,-1287.54,66.69
19,130,3,0.5,1,2.5,1.5,12,13,12,11,-47.0,-1294.0,89.83
24,120,2,0.5,1,2.0,1.5,14,16,2,0,-39.0,-1693.99,74.43
24,150,2,0.5,1,2.0,1.5,10,13,3,0,-44.0,-1678.23,99.45
15,140,1,0.5,1,2.0,1.5,10,16,16,10,-47.0,-785.44,162.93
22,110,3,0.5,1,2.0,1.5,11,18,4,3,-43.0,-1320.4,98.2
18,100,3,0.5,1,2.0,1.5,12,16,12,8,-47.0,-1087.87,86.56
17,150,3,0.5,2,2.0,1.5,14,16,12,10,-47.0,-1441.55,52.97
15,100,3,0.5,1,2.0,1.5,10,15,0,5,-45.0,-853.22,115.86
