threshold,clusters,distance_avg,distance_rip,distance_cog
0.01,19073,0.005010861592599998,0.003463981422790507,0.0068415383271710995
0.025,16736,0.009400041844238968,0.006640456462450993,0.013894515622626223
0.05,12916,0.016462477775839018,0.013443865206752592,0.02930665716068086
0.075,10510,0.025135792158699117,0.02093516652243996,0.04433826706458064
0.1,9794,0.03442011585688813,0.02970842959683139,0.05697442124642564
0.125,10162,0.041964111325181505,0.034852524409162616,0.06472486254775885
0.15,10000,0.05383179492453655,0.044056638488564934,0.0763879334505338
0.175,10207,0.05927845033785021,0.05093689598836225,0.08408475544625782
0.2,11158,0.0666838523309985,0.05803259284760828,0.09104285108978571
0.22499999999999998,11677,0.07218099862076341,0.06296014155018874,0.09717557909239646
0.25,11832,0.0741942343747344,0.06375681008704491,0.10294502016798414
0.27499999999999997,9990,0.07550599036261221,0.06622199056271229,0.11118197278911565
0.3,10778,0.08143040417639959,0.07187085181701602,0.11978304835447694
0.32499999999999996,10214,0.09421536057289809,0.0758822177723796,0.11283667938720206
0.35,10202,0.093439735105639,0.07788280493529484,0.1289452718024147
0.37499999999999994,9394,0.0984231450083529,0.07805304333910953,0.13228226301002585
0.39999999999999997,8461,0.11202334172092004,0.09157665215645211,0.1451573435129448
0.42499999999999993,7050,0.11718620016715478,0.0866494985569603,0.13792025996750404
0.44999999999999996,10102,0.11844386950211395,0.08925654113444559,0.14425833226372314
0.475,6412,0.13677590442588947,0.09893373347934764,0.16290791678990443
0.49999999999999994,9819,0.16131823427017936,0.11994527801317093,0.17467316144564823
0.525,5362,0.1751927718687381,0.12153528606634303,0.1779113471872767
0.5499999999999999,6980,0.1918584756204894,0.13610844068448374,0.1914399092970522
0.575,5170,0.1951148951413916,0.14221624046657694,0.21263476150694197
0.6,5722,0.22666635373271532,0.15763207930098913,0.22113882590073067
0.625,4684,0.2083844032515041,0.14575270699093043,0.22225129367986513
0.65,4292,0.24093121922377336,0.15889777935538366,0.22949008663294374
0.675,4290,0.2523251881604285,0.1706062742401908,0.24132481275338433
0.7,2365,0.2796147559534288,0.18445399694198003,0.2416585681891805
0.725,898,0.27764798130930857,0.2021872250674404,0.24118738404452705
0.75,2327,0.32496215455025523,0.22380311478561815,0.2748015873015874
0.775,1485,0.32167615247706777,0.20165637662272923,0.2767069790879316
0.7999999999999999,884,0.3373205030413268,0.2123345225633247,0.2607709750566894
0.825,5857,0.33636494116691257,0.25376776655376926,0.2900750043607188
0.85,3134,0.36288740245261986,0.24570061312995364,0.2657785336356765
0.875,2090,0.35493623081723774,0.22592974544522318,0.29870129870129875
0.9,741,0.39145028884159316,0.26194845979502773,0.3070500927643786
0.9249999999999999,689,0.40186798098926246,0.2741331795167596,0.2814058956916101
0.95,667,0.4090969899665552,0.23416169967313974,0.30371315192743764
0.975,1888,0.4663464681771319,0.3251480942309629,0.2863621639131843
1.0,1053,0.4582543314808762,0.3108101921791597,0.29867184969225785
1.025,804,0.5304108431614153,0.3741203614689483,0.33764172335600917
1.0499999999999998,161,0.5003006512937863,0.37801704800358904,0.3990929705215421
1.075,956,0.46151733849674353,0.3448909397765387,0.36885865457294037
1.0999999999999999,463,0.5220295722584052,0.42381272832147654,0.4297052154195013
1.125,510,0.6240286334565511,0.4799077100557585,0.42857142857142877
1.15,514,0.5511811300827318,0.5542203422418764,0.4852607709750568
1.1749999999999998,530,0.8033937687026931,0.8094597192847528,0.6927437641723355
1.2,373,0.5451821862348178,0.561750945331026,0.4801587301587301
1.2249999999999999,260,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.25,224,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.275,193,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.2999999999999998,173,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.325,153,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.3499999999999999,129,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.375,96,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.4,77,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.4249999999999998,55,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.45,47,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.4749999999999999,42,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.5,35,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.525,27,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.5499999999999998,23,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.575,20,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.6,15,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.625,9,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.65,7,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.6749999999999998,5,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.7,5,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.725,4,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.75,3,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.775,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.7999999999999998,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.825,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.85,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
