threshold,clusters,distance_avg,distance_rip,distance_cog
0.01,19303,0.007745824190726741,0.005024818028607517,0.0343228564916334
0.020000000000000004,18179,0.009565488527079816,0.007856170944369396,0.0452716808116281
0.030000000000000006,16843,0.011656937855315642,0.010351312410088707,0.06010158995233621
0.04000000000000001,15459,0.014091057645820028,0.013149831936117634,0.07331949438250686
0.05000000000000001,13793,0.016608614073140997,0.016831544241740163,0.08973790534885913
0.06000000000000001,12203,0.019804129720436922,0.02095379568239694,0.10810815428352744
0.07,10902,0.022501170101733033,0.024193356526671747,0.12417718773486405
0.08,9512,0.02508831273186525,0.027746472264494896,0.13920334590048752
0.09000000000000001,8114,0.029050301981664348,0.03223321218546269,0.15876910970641073
0.1,7210,0.0314275958654373,0.036089194442444746,0.16817761051066507
0.2,2188,0.06614545339438344,0.07554872278660506,0.22897368110632335
0.30000000000000004,814,0.09994995702764821,0.1170367202264641,0.2591778622890668
0.4,323,0.1382309116706431,0.15751975672300547,0.28662622958268025
0.5,115,0.18039846598647047,0.2011425806625032,0.32657527811585846
0.6000000000000001,53,0.23011096369127876,0.2585007940331531,0.3676276735978228
0.7,18,0.2798318285062507,0.27795967968092733,0.39982921214821426
0.8,10,0.3560129788617711,0.34940313687704083,0.415933154739125
0.9000000000000001,5,0.3753415760248349,0.3709434337409284,0.4218194740582802
1.0,7,0.3666839991795767,0.3147390396659708,0.39474502487562213
