threshold,clusters,distance_avg,distance_rip,distance_cog
0.01,17089,0.006453549911753384,0.005109908155588115,0.021599150245403275
0.025,15189,0.011268669365394297,0.009205047119228546,0.03664510817566213
0.05,12179,0.019271713777424333,0.018137421311742313,0.06813604480109095
0.075,10495,0.028988830910581964,0.029610982400952217,0.10065173796791438
0.1,10018,0.03835568402203433,0.03918626860467699,0.12460303949940411
0.125,9842,0.04678326737993403,0.049252544301405535,0.14942655773105593
0.15,10476,0.05763139201348027,0.057913838855135846,0.1758104599818048
0.175,10404,0.06334055509406487,0.06443120962765256,0.1900874241422819
0.2,10700,0.07318409978966439,0.07425301569360954,0.22166955017301032
0.22499999999999998,9340,0.07712579196028767,0.07876098169245593,0.23327391562685673
0.25,11743,0.08014254831592775,0.07774949696763589,0.23032252673796783
0.27499999999999997,10349,0.08782599663142363,0.08878701610572885,0.22927397395098578
0.3,8607,0.0900912683516834,0.09728045961209375,0.23635605112451155
0.32499999999999996,11044,0.09519597622726143,0.09232350713391352,0.24543686745923
0.35,11688,0.10481234767291188,0.10037592430042692,0.25668449197860954
0.37499999999999994,11319,0.11902744657553188,0.11135541372535485,0.273733255678509
0.39999999999999997,9882,0.13085961425952158,0.12395953478938712,0.30246118162489516
0.42499999999999993,10715,0.13283209765200607,0.11915950127988899,0.31044948692007496
0.44999999999999996,5837,0.16589793545472797,0.15757472703570308,0.30258467023172886
0.475,9848,0.18498115047367414,0.15612656484761991,0.33777505040764416
0.49999999999999994,12331,0.165110388125466,0.14324294587755185,0.34214113452867756
0.525,11125,0.19422960069301268,0.17907630118563633,0.3960865337870682
0.5499999999999999,7009,0.181241615306037,0.18621148717863648,0.401134733272466
0.575,11219,0.20039961360244674,0.18243853981152505,0.3929074021953276
0.6,7175,0.21759719781314427,0.17670354504116592,0.38278419872347735
0.625,6060,0.21806395192719405,0.2137725605460685,0.34272345301757046
0.65,6015,0.2564126829763918,0.25535793232443466,0.41058823529411753
0.675,5041,0.27348863661104655,0.2473528002349631,0.40605250364608625
0.7,2947,0.2799087023100203,0.235657201156266,0.41323529411764676
0.725,3885,0.33032895575804766,0.27077513542400466,0.47116119174942683
0.75,1210,0.3199146326164782,0.28364345227973864,0.5005729564553091
0.775,6138,0.31559390671379123,0.2904693079408264,0.5454545454545451
0.7999999999999999,491,0.3188194769284971,0.2797452504985237,0.5335439961108408
0.825,2354,0.3961231139914799,0.33586975004250985,0.48342245989304783
0.85,714,0.35090503411366164,0.36446938351376373,0.48692810457516283
0.875,839,0.3004664414117862,0.3480700561129059,0.44041252864782265
0.9,2069,0.3311331412549925,0.4459275633395681,0.5713012477718356
0.9249999999999999,292,0.3764832245937687,0.3823967012412855,0.5481283422459888
0.95,1015,0.44037346415948786,0.3454344499234825,0.49108734402852
0.975,750,0.37525551983317723,0.35712463866689337,0.47994652406417115
1.0,589,0.41068574870637403,0.4528311511647679,0.4919786096256679
1.025,329,0.3875652255952856,0.4483251147763986,0.6058823529411763
1.0499999999999998,104,0.4712862233382442,0.6279544295187893,0.7152406417112296
1.075,172,0.6463121684289974,0.843308961061044,0.5401069518716568
1.0999999999999999,148,0.6463121684289974,0.843308961061044,0.5401069518716568
1.125,134,0.6463121684289974,0.843308961061044,0.5401069518716568
1.15,128,0.6463121684289974,0.843308961061044,0.5401069518716568
1.1749999999999998,117,0.6463121684289974,0.843308961061044,0.5401069518716568
1.2,110,0.6463121684289974,0.843308961061044,0.5401069518716568
1.2249999999999999,66,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.25,57,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.275,51,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.2999999999999998,38,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.325,29,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.3499999999999999,26,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.375,22,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.4,21,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.4249999999999998,18,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.45,16,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.4749999999999999,13,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.5,6,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.525,3,0.6668214905182488,0.8039449073286855,0.5508021390374331
1.5499999999999998,2,0.6668214905182488,0.8039449073286855,0.5508021390374331
