threshold,clusters,distance_avg,distance_rip,distance_cog
0.01,19095,0.004923193778160026,0.003341706529262963,0.006705448236491027
0.020000000000000004,17456,0.008249168499375617,0.005596466635251236,0.011432477881237737
0.030000000000000006,15814,0.010487498017367267,0.007851893487368722,0.016410767346059014
0.04000000000000001,14200,0.012974360930991547,0.01021620303933689,0.021514746606247206
0.05000000000000001,12468,0.015545100137479284,0.012608982909693221,0.02823747534896866
0.06000000000000001,10881,0.018588729348454746,0.015838769013982568,0.03400087926326994
0.07,9537,0.021516279857922142,0.018152088918189747,0.03866163574971417
0.08,8165,0.02495342050018926,0.02107640179261251,0.04415158494355806
0.09,6960,0.02818794726808412,0.02388029955795865,0.04913009522526597
0.1,5943,0.032183431451166006,0.026903464355968916,0.05311272909264489
0.2,1424,0.06821900056133809,0.05775273961790587,0.09276688536343758
0.30000000000000004,531,0.09666447054090074,0.08494742638451264,0.13890739969457172
0.4,257,0.12537464914947752,0.10345166722017328,0.15983920841063703
0.5,118,0.162417697546037,0.12427097353073127,0.18978635630959217
0.6000000000000001,57,0.2171134138968185,0.15075347828873487,0.22407078773538408
0.7,27,0.2677102190434721,0.18741335168338072,0.25563909774436094
0.8,16,0.27978046479718727,0.1923923242900362,0.27420198848770294
0.9000000000000001,12,0.2516179337231969,0.20129794602652384,0.26996724615772244
1.0,6,0.31551018013260573,0.25335298767331066,0.3509448223733939
