threshold,clusters,distance_avg,distance_rip,distance_cog
0.01,19129,0.004907389668530521,0.003339866007037467,0.006749287834917961
0.025,17253,0.009182495918380728,0.006390568120486713,0.013330929315374669
0.05,14662,0.01553002832407867,0.01240415596068355,0.028545660688517823
0.075,13175,0.023284628305624947,0.019855957187720312,0.04306731557871375
0.1,12313,0.03178129894772644,0.027410906420647047,0.05406433759944656
0.125,12733,0.03988983370870362,0.0337780209920183,0.06369314107409348
0.15,12892,0.04894850280662638,0.039254369411390495,0.07003611321071641
0.175,13083,0.05509659589895954,0.046232357365318645,0.07759981629782715
0.2,13949,0.06341170579967402,0.05418850475811195,0.08791868079125102
0.22499999999999998,13003,0.06026779993461916,0.0543300281081477,0.09406543569808877
0.25,12959,0.06811739398948025,0.05970364238950136,0.09654098927706678
0.27499999999999997,12096,0.07345268868323337,0.06572327853365569,0.10947738675522704
0.3,12332,0.07637694052158758,0.06863489802610684,0.1211575811191442
0.32499999999999996,12121,0.09360262660431796,0.07925950075871079,0.12078937855335374
0.35,11765,0.10026065072289328,0.08249106634032607,0.13253048967334682
0.37499999999999994,9449,0.10264263246454075,0.07646522825877966,0.13856142871227167
0.39999999999999997,11492,0.10885754520079463,0.09004312357513665,0.13224003887269195
0.42499999999999993,11856,0.11988538794030786,0.09431895982559317,0.1374311629413671
0.44999999999999996,13275,0.1260656748986268,0.09958872542990979,0.15101836530407967
0.475,11753,0.1359595412508632,0.10371094809183637,0.14399092970521543
0.49999999999999994,7041,0.15724974901880379,0.11443769970976275,0.16512172634621616
0.525,10945,0.18480334056993095,0.13806639748766264,0.19351536911060724
0.5499999999999999,10287,0.1894938171096638,0.12818848939306543,0.20013109410430846
0.575,7788,0.19359255594874625,0.13518399423629848,0.2070333880678709
0.6,6075,0.22040913813157723,0.15613261904133569,0.2261126672891379
0.625,7184,0.2291983193405937,0.16819507954155974,0.21874691905747806
0.65,7884,0.22478748009480812,0.16019131681593726,0.21331013025365192
0.675,9443,0.23399700223498848,0.18471001108955348,0.23098330241187387
0.7,7644,0.222367188875198,0.15707449422119676,0.2534391534391534
0.725,4925,0.24590684738602356,0.18487470358264432,0.2760090702947846
0.75,8520,0.2567844360064039,0.17883618229705517,0.222384191771947
0.775,2045,0.2773247500020955,0.1990429190967549,0.25288845697008966
0.7999999999999999,3783,0.29560797199241134,0.21857619973366943,0.2818720080624844
0.825,3525,0.2842794541361324,0.20683944045848132,0.27312328440148
0.85,1646,0.28671062786887475,0.2568884681939863,0.3595848595848597
0.875,415,0.32669472404026184,0.2680719908176167,0.290558647701505
0.9,7194,0.2817134810269822,0.22464544364179048,0.2897635244574021
0.9249999999999999,1742,0.3639276055752028,0.26861967104228207,0.3192125334982478
0.95,4509,0.32529640712707064,0.331033205864969,0.44494834971025465
0.975,3391,0.37863404330223555,0.34367589566109075,0.4199263038548753
1.0,757,0.35653481529911735,0.32697008816985745,0.47748623258827355
1.025,791,0.2810514580766297,0.26269876875529635,0.4623330813807006
1.0499999999999998,741,0.38650096813941204,0.37824777286419276,0.43333333333333357
1.075,248,0.3822190928827085,0.4317332136982204,0.5060468631897204
1.0999999999999999,249,0.6777398345361731,0.6971095302185476,0.8616780045351475
1.125,223,0.6777398345361731,0.6971095302185476,0.8616780045351475
1.15,179,0.6777398345361731,0.6971095302185476,0.8616780045351475
1.1749999999999998,154,0.6777398345361731,0.6971095302185476,0.8616780045351475
1.2,97,0.8259883823270553,0.7825418188809843,0.7857142857142858
1.2249999999999999,88,0.8259883823270553,0.7825418188809843,0.7857142857142858
1.25,71,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.275,61,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.2999999999999998,49,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.325,39,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.3499999999999999,26,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.375,16,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.4,13,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.4249999999999998,7,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.45,5,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.4749999999999999,3,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.5,2,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.525,2,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.5499999999999998,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.575,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.6,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.625,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.65,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.6749999999999998,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.7,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.725,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
1.75,1,0.8166449568737899,0.8050374927898479,0.5986394557823129
