threshold,clusters,distance_avg,distance_rip,distance_cog
0.01,19370,0.0074007133153169485,0.0036446036097421836,
0.020000000000000004,18566,0.009112259453084137,0.005429159382715843,
0.030000000000000006,17769,0.010577639045893992,0.007105452959547193,
0.04000000000000001,16998,0.012508047742545636,0.009114629670944637,
0.05000000000000001,16177,0.014288651513431809,0.011327858651952136,
0.06000000000000001,15232,0.016154747598432325,0.014080793861321722,
0.07,14367,0.017782224419713544,0.01644305103430082,
0.08,13260,0.020617567947241195,0.019579394229050244,
0.09000000000000001,11977,0.023577353272314167,0.023336169646706973,
0.1,10937,0.025848761328011578,0.025861818921135555,
0.2,3202,0.06193597823800679,0.06705152506886149,
0.30000000000000004,1033,0.09825784861450787,0.10061218776575234,
0.4,428,0.14397870695580064,0.14022559681489258,
0.5,202,0.17614034298772233,0.16352517194337013,0.3605475272629821
0.6000000000000001,88,0.2406023016218194,0.21616912178065706,0.36346886677272555
0.7,47,0.2632065107549416,0.24558093942171266,0.386532107887307
0.8,16,0.32875788546066137,0.3005037817811455,0.45987512323365104
0.9000000000000001,5,0.3587491191466431,0.3472920142433826,0.44210694333599365
1.0,5,0.36031651997291814,0.3536953111382256,0.4321787709497206
