X1,X2,X3,X4,X5,AVG,RIP
17.975619586061825,122.39421940408035,1.6315264686444306,2.866732807133882,2.029739078749,-939.5603082097969,0.4536464920517008
17.184853712337826,127.46092701431078,1.7561713879831133,2.8558843801238063,2.0161640571956183,-875.9283844333709,0.42740036986652813
17.83307702733078,140.65407362481838,1.8334479052352142,2.4425239160926213,2.002875750613123,-1000.5488527605431,0.535565751154077
17.184853712337826,121.0530310350214,1.7498960714215257,2.7861321281477194,2.000476997076817,-873.2990571407346,0.41649316174825046
17.9612239725878,122.51446957627806,1.6662479297756891,2.6429791841644024,2.002163294679798,-959.4415193572468,0.475677113965389
17.788857252131084,120.92724714346919,1.6699651472907517,2.94315492199019,2.004848253236455,-893.7091425211906,0.4289506749224482
17.9612239725878,123.12738329036532,1.6596206044714963,2.6429791841644024,2.002163294679798,-962.3960044273826,0.4782873608508188
17.83307702733078,140.65407362481838,1.840398055652802,2.440859920194001,2.0006400331445975,-1000.0785244627473,0.5355031762041622
17.93721094300355,158.79629840225718,1.687655019931768,2.4695427569219484,2.0157040822884063,-1025.5061013803638,0.568752292405907
17.91898106752508,121.15532691520842,1.6775321877531004,2.922458440291624,2.001089414946279,-905.4864919622461,0.43285799861603164
17.93487930922039,158.7522464973843,1.555187260194742,2.468637741719865,2.0041127832518506,-1028.3380506005726,0.5697504868418831
17.96089201106913,127.58253903841238,1.6624937938339062,2.6288833673403023,2.0071062471234753,-966.0244353973694,0.4902659470527121
17.976613599169625,123.12738329036532,1.7637322832311786,2.6419646682798024,2.000355951419486,-957.0619941258718,0.475431661189539
17.184853712337826,121.0530310350214,1.7355787860005538,2.763473664170042,2.001405184606809,-875.2674228643871,0.4183601714871421
17.9853686526068,122.19542106966877,1.4853365834969354,2.4146474680317955,2.0015816639167707,-977.8824898079406,0.5090913175844813
17.9612239725878,123.12738329036532,1.7941213944930103,2.6950477241547066,2.002163294679798,-940.0017120430012,0.4603252914799708
16.347766289198805,120.68806823816215,1.9996166369619264,2.9947737242377213,2.0012664887207303,-769.3070848923026,0.36873341176330343
17.91962224601266,158.563983617561,1.6654687769583882,2.1108483781694116,2.0011687662160758,-1050.2902605363251,0.6004360037907108
17.976706589417415,124.76645679399174,1.8922931831341654,2.4448761196176347,2.0080776696169558,-969.2070095050801,0.49490690394976333
16.997039640277485,120.32150951912655,1.9696814645134597,2.8265661696607665,2.015445618021277,-842.9627689192969,0.3911151498416286
17.224778473466237,127.46092701431078,1.7561713879831133,2.8558843801238063,2.0161640571956183,-878.0585429247611,0.42873389120352146
17.850919310469774,159.75652098441915,1.431319827287433,2.4750799148105607,2.006099590144941,-1029.1616031923159,0.5764545839761807
17.98087614537582,121.16562222511726,1.6772999049960846,2.754321974981189,2.005732543991936,-946.1440349984293,0.46330325431047453
17.975619586061825,122.39421940408035,1.5799981967327383,2.8537886491111473,2.029739078749,-944.0146517567946,0.4627900130714095
17.832267365029914,140.65407362481838,1.8310140479414487,2.415566228981208,2.0028012084622486,-1001.6399353114871,0.5366427614539158
17.900475174857643,158.26554049132756,1.6891747836448545,2.1179294562967534,2.0041803844092336,-1049.8171556640127,0.5959299271910926
17.976706589417415,124.81692523801478,1.8922931831341654,2.4053032723358756,2.0078056055179223,-970.7742327115848,0.5000819958373601
17.919342460203694,120.34322573451468,1.6615410747363648,2.8359462529818664,2.000995720950715,-922.082843345825,0.44079537469027263
17.169386080479377,121.17775687193098,1.7480850261471472,2.922337133006396,2.001089414946279,-866.1549977772788,0.40869314071074125
17.986235367180512,144.12117271996456,1.592531025741756,2.131381600871043,2.001501573265611,-1036.1801463575314,0.5826365098408863
17.975619586061825,122.39421940408035,1.6119033107108012,2.88110004128852,2.029739078749,-939.8281433503623,0.4578573142682952
16.44527805512338,120.3541308591584,1.998022240169397,2.7777483400504783,2.0058387372118816,-824.3863707918192,0.3808838808132918
17.930731020858428,158.79904345485974,1.5165310139125499,2.5173178194615513,2.0010557496300763,-1029.144167112608,0.5699568583954139
17.92152320135451,158.7522464973843,1.5231304479143253,2.522652011011966,2.001568487889491,-1022.1685458480299,0.5664048664810459
17.9853686526068,122.19542106966877,1.471696879004341,2.4771412377014577,2.00138799802331,-972.6020668799038,0.5034528407551779
16.426984607211704,120.9924709972495,1.9995601000552468,2.8367435042950655,2.0015431611360652,-818.4672627867867,0.3728762968110153
17.98382720393201,122.39421940408035,1.5658294214884887,2.841610213574009,2.0039571024679717,-951.3890397721896,0.46393800739393937
17.96155933344569,143.53638299899356,1.6850478899192616,2.492111144345176,2.004788971121532,-1006.6639158339956,0.5628612199567802
17.979094634059887,120.69394021909619,1.6990748512798284,2.8669871934114695,2.0115728517939098,-932.1086136288901,0.44558184416321356
17.923929591220173,143.4951312114281,1.7105010574611625,2.5678112507967827,2.0022106614781774,-999.458224310116,0.5327752668790654
17.80464541829687,136.56223951278272,1.6368857137437924,2.4794380837552614,2.0249767294730434,-982.0108032633242,0.5224124750836521
17.169386080479377,121.17775687193098,1.754585957640933,2.922337133006396,2.001089414946279,-864.6924155664635,0.40702096390357245
17.99876827028883,157.195289589025,1.2592681355510762,2.1025993366981344,2.00853444651838,-1065.6357540625577,0.6059639873615859
17.97642377077855,144.5111685220803,1.6850478899192616,2.480813501517617,2.011110125415429,-1008.4026969457516,0.5660533200612671
17.84434891471907,121.1615639135893,1.5985229469680453,2.8344285013629515,2.00595462874113,-927.3424868159912,0.44209330702930344
17.996842563948682,157.195289589025,1.6809290111067032,2.4215911801939547,2.00853444651838,-1029.8168318758837,0.5780557321465901
17.004717942318972,120.431337243399,1.9806373090357507,2.8265661696607665,2.0102910776537115,-853.8564525056165,0.39762203778296024
17.984640445090225,144.5111685220803,1.6850478899192616,2.5383143951197837,2.011110125415429,-1005.9314529850847,0.5621084177007102
17.989383514568082,124.76645679399174,1.8922931831341654,2.4448761196176347,2.0080776696169558,-970.18955726295,0.4976034344506761
17.975752597646785,120.88247440048842,1.6594799805509213,2.656520616940804,2.01099015993546,-953.0527106222328,0.47277921476186824
17.91898106752508,121.15532691520842,1.6775321877531004,2.9561144436666456,2.001089414946279,-902.1154097670326,0.430767744052229
17.95963559704424,140.65407362481838,1.831409482997735,2.415566228981208,2.0013240872842606,-1005.1981706787615,0.548066165793765
17.96462151082547,124.07879459092555,1.516979669247261,2.5212181729300243,2.0166825561310713,-971.3558301093035,0.5013206141682576
17.923929591220173,143.4951312114281,1.7105010574611625,2.5959735442960445,2.007094090523591,-997.174790676486,0.5266423801423024
17.9612239725878,123.12738329036532,1.6624937938339062,2.6306892624517144,2.00130561727402,-963.6540283984248,0.48087082325647684
17.91898106752508,121.15532691520842,1.6775321877531004,2.9420424555884668,2.0108093529354845,-902.6438714968419,0.4307810174050651
17.923929591220173,143.4951312114281,1.7105010574611625,2.6296419542050127,2.007094090523591,-993.5685745365367,0.5244864698909298
16.426984607211704,120.9924709972495,1.9851822634220264,2.8367435042950655,2.004825112801457,-824.2903575166855,0.37647968398374454
17.856203611696525,120.29630705084571,1.607922784751433,2.8576978589953344,2.005811316976449,-916.1271015382408,0.43883555733473883
16.347766289198805,120.9924709972495,1.9915398974200038,2.971084848159961,2.0047170207435214,-778.6628012952037,0.3713725556572577
17.9853686526068,122.19555601348034,1.4424855583286866,2.4715772989945064,2.00138799802331,-975.9449769909373,0.5065493787360026
